<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
XAUUSD,20251009,0800,4031.34,4040.22,4030.13,4038.07,1454350
XAUUSD,20251009,0900,4038.07,4041.97,4033.80,4037.36,1503440
XAUUSD,20251009,1000,4037.41,4044.01,4036.13,4043.97,861640
XAUUSD,20251009,1100,4043.99,4046.45,4033.36,4044.24,1502840
XAUUSD,20251009,1200,4044.20,4053.47,4037.22,4053.16,2730440
XAUUSD,20251009,1300,4053.18,4057.76,4016.72,4016.80,6603530
XAUUSD,20251009,1400,4016.78,4028.88,4003.76,4023.89,6336930
XAUUSD,20251009,1500,4023.70,4028.64,4006.32,4014.39,6708560
XAUUSD,20251009,1600,4014.28,4021.50,3963.43,3968.76,5289610
XAUUSD,20251009,1700,3968.59,3974.09,3943.79,3950.01,6021100
XAUUSD,20251009,1800,3949.74,3968.59,3949.25,3957.20,2636240
XAUUSD,20251009,1900,3957.24,3981.86,3955.01,3972.89,2830370
XAUUSD,20251009,2000,3972.99,3978.80,3972.76,3976.28,929490
XAUUSD,20251009,2200,3974.93,3980.85,3957.95,3974.82,1061800
XAUUSD,20251009,2300,3974.85,3990.72,3973.95,3989.55,1001450
XAUUSD,20251010,0000,3989.40,3994.18,3985.20,3990.88,1638950
XAUUSD,20251010,0100,3990.84,3992.16,3969.59,3972.86,2849760
XAUUSD,20251010,0200,3972.82,3986.59,3972.82,3978.18,1691050
XAUUSD,20251010,0300,3978.18,3978.97,3960.50,3961.50,2567970
XAUUSD,20251010,0400,3961.50,3966.51,3946.68,3965.97,2014230
XAUUSD,20251010,0500,3965.93,3977.57,3965.41,3974.50,2804080
XAUUSD,20251010,0600,3974.55,3975.70,3962.36,3968.05,2390140
XAUUSD,20251010,0700,3968.05,3976.07,3952.24,3971.70,2455560
XAUUSD,20251010,0800,3971.72,3994.51,3969.93,3991.70,3241360
XAUUSD,20251010,0900,3991.70,4006.39,3990.09,3995.45,2708770
XAUUSD,20251010,1000,3995.34,3999.89,3990.55,3993.64,1750180
XAUUSD,20251010,1100,3993.68,3999.63,3982.99,3986.84,1917200
XAUUSD,20251010,1200,3986.84,3993.24,3979.86,3985.47,2499540
XAUUSD,20251010,1300,3985.41,3997.84,3975.18,3979.95,3900630
XAUUSD,20251010,1400,3979.86,3993.80,3970.49,3989.64,3545950
XAUUSD,20251010,1500,3989.70,4022.75,3987.93,3997.53,6244020
XAUUSD,20251010,1600,3997.61,3998.35,3976.89,3983.20,4448070
XAUUSD,20251010,1700,3983.24,3991.73,3974.84,3989.61,3031260
XAUUSD,20251010,1800,3989.74,4008.82,3984.01,3998.78,2618150
XAUUSD,20251010,1900,3998.80,4021.07,3995.70,4011.01,4410100
XAUUSD,20251010,2000,4011.05,4020.59,4005.47,4017.84,2211370
XAUUSD,20251012,2200,4000.53,4044.84,4000.53,4041.95,2280330
XAUUSD,20251012,2300,4041.88,4059.94,4031.89,4034.70,2732840
XAUUSD,20251013,0000,4034.89,4059.43,4024.30,4043.41,3425440
XAUUSD,20251013,0100,4043.36,4054.72,4035.45,4052.86,3099270
XAUUSD,20251013,0200,4052.59,4055.68,4041.13,4047.91,1938180
XAUUSD,20251013,0300,4047.88,4056.05,4046.03,4051.73,1611320
XAUUSD,20251013,0400,4051.73,4058.89,4050.68,4055.86,1162060
XAUUSD,20251013,0500,4055.86,4077.75,4054.31,4063.35,2752638
XAUUSD,20251013,0600,4063.34,4073.32,4059.40,4069.10,2999040
XAUUSD,20251013,0700,4068.93,4077.11,4066.14,4070.70,2310110
XAUUSD,20251013,0800,4070.66,4079.01,4068.72,4077.53,1822530
XAUUSD,20251013,0900,4077.51,4079.55,4069.95,4077.05,1283970
XAUUSD,20251013,1000,4077.06,4085.07,4070.86,4080.78,1351060
XAUUSD,20251013,1100,4080.74,4084.53,4073.43,4073.74,1741910
XAUUSD,20251013,1200,4073.78,4085.78,4072.97,4079.45,2226210
XAUUSD,20251013,1300,4079.47,4095.32,4078.03,4093.93,3112890
XAUUSD,20251013,1400,4093.93,4103.57,4090.47,4097.09,2569420
XAUUSD,20251013,1500,4097.10,4107.16,4091.42,4104.68,2287190
XAUUSD,20251013,1600,4104.73,4117.01,4103.55,4105.41,2298110
XAUUSD,20251013,1700,4105.44,4115.22,4099.93,4103.50,3056150
XAUUSD,20251013,1800,4103.45,4107.30,4099.10,4101.59,2844090
XAUUSD,20251013,1900,4101.57,4110.65,4090.57,4108.39,2387770
XAUUSD,20251013,2000,4108.44,4112.45,4105.81,4109.10,699050
XAUUSD,20251013,2200,4110.23,4115.45,4106.36,4114.65,882550
XAUUSD,20251013,2300,4114.27,4131.75,4112.65,4127.80,1851230
XAUUSD,20251014,0000,4127.90,4130.09,4119.06,4124.15,2839330
XAUUSD,20251014,0100,4124.15,4149.69,4122.85,4136.72,3583300
XAUUSD,20251014,0200,4136.69,4149.64,4136.48,4145.65,2351580
XAUUSD,20251014,0300,4145.69,4166.06,4144.86,4162.89,2101520
XAUUSD,20251014,0400,4162.78,4169.66,4155.51,4167.86,2000110
XAUUSD,20251014,0500,4167.84,4179.35,4110.45,4120.59,5138640
XAUUSD,20251014,0600,4120.53,4133.45,4089.80,4111.86,5211140
XAUUSD,20251014,0700,4111.30,4127.59,4102.32,4126.18,3782360
XAUUSD,20251014,0800,4126.15,4144.90,4124.44,4143.60,3094340
XAUUSD,20251014,0900,4143.56,4143.90,4121.29,4127.05,2979930
XAUUSD,20251014,1000,4127.06,4144.06,4124.45,4131.30,2797360
XAUUSD,20251014,1100,4131.30,4137.69,4125.57,4130.15,1936520
XAUUSD,20251014,1200,4130.18,4134.34,4103.18,4106.32,3388380
XAUUSD,20251014,1300,4106.32,4129.19,4097.60,4123.72,4531970
XAUUSD,20251014,1400,4123.76,4137.44,4120.91,4128.98,3824440
XAUUSD,20251014,1500,4129.02,4142.35,4126.06,4137.68,2911010
XAUUSD,20251014,1600,4137.69,4155.07,4127.56,4140.14,3162140
XAUUSD,20251014,1700,4140.15,4152.70,4137.02,4147.82,2669770
XAUUSD,20251014,1800,4147.98,4152.36,4142.90,4148.02,3391840
XAUUSD,20251014,1900,4147.98,4150.45,4134.19,4141.35,3610690
XAUUSD,20251014,2000,4141.49,4145.77,4139.16,4140.93,1088390
XAUUSD,20251014,2200,4141.95,4163.25,4140.06,4158.10,1195190
XAUUSD,20251014,2300,4158.21,4166.95,4156.68,4161.32,1042570
XAUUSD,20251015,0000,4161.31,4169.41,4153.47,4162.22,1982480
XAUUSD,20251015,0100,4162.19,4186.56,4161.74,4181.44,3056140
XAUUSD,20251015,0200,4181.56,4184.35,4166.70,4176.27,2161250
XAUUSD,20251015,0300,4176.35,4190.52,4175.95,4186.81,1631220
XAUUSD,20251015,0400,4186.90,4187.32,4172.85,4179.40,1111240
XAUUSD,20251015,0500,4179.36,4193.32,4176.30,4185.55,1971730
XAUUSD,20251015,0600,4185.45,4200.15,4183.85,4199.26,1606500
XAUUSD,20251015,0700,4199.13,4209.65,4194.15,4207.55,1489050
XAUUSD,20251015,0800,4207.60,4217.99,4206.93,4207.89,1784450
XAUUSD,20251015,0900,4207.89,4211.86,4163.15,4192.18,3173870
XAUUSD,20251015,1000,4192.12,4206.05,4190.12,4202.52,1900280
XAUUSD,20251015,1100,4202.43,4203.98,4193.39,4198.47,1760810
XAUUSD,20251015,1200,4198.50,4202.47,4175.78,4190.43,3356725
XAUUSD,20251015,1300,4190.41,4198.49,4182.65,4191.85,4449150
XAUUSD,20251015,1400,4191.85,4212.14,4191.28,4199.81,4758950
XAUUSD,20251015,1500,4199.82,4202.76,4179.15,4190.35,5433020
XAUUSD,20251015,1600,4190.35,4199.68,4185.98,4198.73,4316260
XAUUSD,20251015,1700,4198.74,4199.45,4182.35,4197.65,4570080
XAUUSD,20251015,1800,4197.55,4204.50,4194.83,4200.45,3468220
XAUUSD,20251015,1900,4200.45,4213.28,4200.24,4210.02,3476920
XAUUSD,20251015,2000,4210.10,4212.55,4205.80,4206.57,1028960
XAUUSD,20251015,2200,4208.40,4215.56,4199.28,4212.85,2003110
XAUUSD,20251015,2300,4212.81,4215.45,4205.69,4209.28,1726650
XAUUSD,20251016,0000,4209.28,4226.99,4204.70,4210.13,2705260
XAUUSD,20251016,0100,4210.13,4232.74,4210.13,4230.00,2595040
XAUUSD,20251016,0200,4230.01,4239.34,4225.65,4239.30,1567380
XAUUSD,20251016,0300,4239.11,4241.95,4228.80,4233.55,2899240
XAUUSD,20251016,0400,4233.23,4239.19,4227.84,4233.31,1493500
XAUUSD,20251016,0500,4233.32,4234.60,4203.18,4204.60,3496090
XAUUSD,20251016,0600,4204.30,4227.10,4203.31,4222.57,2569750
XAUUSD,20251016,0700,4222.28,4233.85,4222.15,4230.45,1802170
XAUUSD,20251016,0800,4230.48,4235.78,4228.31,4232.70,1616230
XAUUSD,20251016,0900,4232.78,4241.73,4221.66,4239.16,1993060
XAUUSD,20251016,1000,4239.14,4245.90,4233.85,4242.56,1788350
XAUUSD,20251016,1100,4242.43,4247.35,4239.22,4240.27,2290030
XAUUSD,20251016,1200,4240.27,4250.77,4227.19,4235.81,2794700
XAUUSD,20251016,1300,4235.82,4258.45,4234.72,4245.99,4133340
XAUUSD,20251016,1400,4245.34,4267.31,4245.13,4263.05,4325810
XAUUSD,20251016,1500,4263.06,4275.75,4260.27,4273.35,3772260
XAUUSD,20251016,1600,4273.38,4291.85,4261.22,4282.49,5220930
XAUUSD,20251016,1700,4282.48,4298.40,4279.65,4293.85,3923400
XAUUSD,20251016,1800,4293.85,4294.64,4272.95,4290.53,3743470
XAUUSD,20251016,1900,4290.53,4312.65,4287.44,4307.02,4082970
XAUUSD,20251016,2000,4307.14,4330.47,4307.10,4327.19,1584150
XAUUSD,20251016,2200,4330.97,4379.13,4326.28,4346.31,3790080
XAUUSD,20251016,2300,4346.31,4378.90,4340.91,4365.23,2846090
XAUUSD,20251017,0000,4365.20,4371.44,4353.36,4358.02,2569350
XAUUSD,20251017,0100,4357.85,4362.07,4278.30,4313.70,5614710
XAUUSD,20251017,0200,4313.73,4348.20,4311.67,4342.32,3889250
XAUUSD,20251017,0300,4342.27,4366.55,4338.53,4366.52,2402520
XAUUSD,20251017,0400,4366.56,4377.01,4354.65,4376.15,2171390
XAUUSD,20251017,0500,4376.14,4378.45,4341.63,4365.78,2838150
XAUUSD,20251017,0600,4365.82,4369.39,4346.55,4359.85,2920470
XAUUSD,20251017,0700,4359.91,4361.64,4308.23,4342.09,4542043
XAUUSD,20251017,0800,4342.16,4349.51,4320.74,4347.42,3900480
XAUUSD,20251017,0900,4347.42,4348.15,4332.09,4339.98,2482350
XAUUSD,20251017,1000,4339.94,4341.97,4319.41,4327.40,2658320
XAUUSD,20251017,1100,4327.35,4335.76,4286.44,4286.80,6721720
XAUUSD,20251017,1200,4286.77,4319.78,4283.35,4314.21,5331840
XAUUSD,20251017,1300,4314.35,4317.27,4258.11,4273.48,6094970
XAUUSD,20251017,1400,4273.64,4274.23,4216.47,4248.64,9915162
XAUUSD,20251017,1500,4248.64,4259.13,4230.68,4237.23,6323910
XAUUSD,20251017,1600,4237.24,4244.73,4200.06,4204.47,4908040
XAUUSD,20251017,1700,4204.55,4228.25,4185.43,4220.65,6768790
XAUUSD,20251017,1800,4220.70,4244.44,4217.75,4235.34,3610240
XAUUSD,20251017,1900,4235.65,4237.73,4212.39,4225.40,2771980
XAUUSD,20251017,2000,4225.73,4252.20,4219.77,4250.85,2169400
XAUUSD,20251019,2200,4247.77,4273.69,4239.35,4254.90,2011630
XAUUSD,20251019,2300,4254.91,4255.53,4233.30,4237.60,2177520
XAUUSD,20251020,0000,4237.63,4250.35,4218.51,4248.95,3591170
XAUUSD,20251020,0100,4248.98,4268.78,4229.05,4262.14,4292260
XAUUSD,20251020,0200,4262.16,4270.99,4253.10,4255.43,3049850
XAUUSD,20251020,0300,4255.43,4265.01,4248.34,4264.38,2804510
XAUUSD,20251020,0400,4264.38,4268.05,4260.16,4266.05,1489560
XAUUSD,20251020,0500,4265.46,4266.44,4239.35,4239.44,3095760
XAUUSD,20251020,0600,4239.52,4245.50,4221.01,4235.95,5729360
XAUUSD,20251020,0700,4235.95,4260.61,4234.31,4254.90,2657540
XAUUSD,20251020,0800,4254.88,4265.91,4252.11,4258.45,2105700
XAUUSD,20251020,0900,4258.49,4263.49,4250.18,4260.48,1373600
XAUUSD,20251020,1000,4260.45,4260.60,4245.44,4254.30,1926340
XAUUSD,20251020,1100,4254.28,4279.23,4250.66,4278.90,1693010
XAUUSD,20251020,1200,4278.90,4326.98,4272.35,4323.24,4210100
XAUUSD,20251020,1300,4323.22,4324.65,4299.19,4300.52,5146310
XAUUSD,20251020,1400,4300.49,4334.60,4292.63,4331.95,4639530
XAUUSD,20251020,1500,4331.97,4355.35,4331.95,4348.90,4205260
XAUUSD,20251020,1600,4348.90,4350.70,4342.38,4347.60,4029700
XAUUSD,20251020,1700,4347.60,4350.85,4336.94,4347.30,3123460
XAUUSD,20251020,1800,4347.64,4364.41,4344.34,4359.09,2570810
XAUUSD,20251020,1900,4359.07,4381.30,4358.95,4377.85,4505560
XAUUSD,20251020,2000,4377.89,4379.95,4345.95,4355.69,2720070
XAUUSD,20251020,2200,4354.70,4375.25,4352.50,4367.00,1601070
XAUUSD,20251020,2300,4367.10,4371.20,4356.40,4359.90,1176710
XAUUSD,20251021,0000,4360.01,4370.89,4356.16,4368.40,1978210
XAUUSD,20251021,0100,4368.40,4372.11,4332.60,4350.74,3535545
XAUUSD,20251021,0200,4350.77,4355.20,4335.15,4338.72,2556440
XAUUSD,20251021,0300,4338.49,4350.61,4337.73,4346.40,1452270
XAUUSD,20251021,0400,4346.36,4346.82,4336.81,4341.73,994240
XAUUSD,20251021,0500,4341.55,4344.09,4316.97,4322.90,2327160
XAUUSD,20251021,0600,4322.77,4343.99,4316.94,4343.05,2448440
XAUUSD,20251021,0700,4343.02,4343.02,4293.13,4298.01,3816040
XAUUSD,20251021,0800,4298.01,4301.43,4244.09,4273.80,5523520
XAUUSD,20251021,0900,4273.84,4277.78,4254.43,4264.80,3017140
XAUUSD,20251021,1000,4264.90,4266.31,4249.19,4253.58,2618170
XAUUSD,20251021,1100,4253.58,4272.20,4245.35,4253.15,2392900
XAUUSD,20251021,1200,4253.16,4257.44,4205.51,4210.81,6115384
XAUUSD,20251021,1300,4210.84,4225.30,4167.24,4173.18,8105880
XAUUSD,20251021,1400,4173.35,4187.91,4078.26,4138.47,11102810
XAUUSD,20251021,1500,4138.42,4150.18,4119.69,4138.39,7742070
XAUUSD,20251021,1600,4138.40,4143.69,4100.31,4113.11,5644420
XAUUSD,20251021,1700,4113.10,4120.14,4092.95,4110.93,4389810
XAUUSD,20251021,1800,4110.94,4125.66,4106.18,4114.72,2589960
XAUUSD,20251021,1900,4114.73,4122.03,4100.31,4108.69,3154410
XAUUSD,20251021,2000,4108.64,4130.74,4105.90,4124.35,1551460
XAUUSD,20251021,2200,4124.52,4132.23,4113.23,4122.70,1147160
XAUUSD,20251021,2300,4122.56,4127.57,4089.64,4092.62,1937810
XAUUSD,20251022,0000,4092.62,4093.34,4003.30,4074.60,6934890
XAUUSD,20251022,0100,4074.60,4120.27,4064.01,4086.72,4326620
XAUUSD,20251022,0200,4086.89,4117.52,4086.78,4114.69,2239870
XAUUSD,20251022,0300,4114.45,4142.81,4106.81,4128.25,2162560
XAUUSD,20251022,0400,4128.25,4133.18,4106.66,4127.86,1935120
XAUUSD,20251022,0500,4127.89,4146.74,4126.07,4134.73,2131200
XAUUSD,20251022,0600,4134.80,4161.16,4127.28,4155.49,2792360
XAUUSD,20251022,0700,4155.48,4156.23,4129.23,4132.72,4275680
XAUUSD,20251022,0800,4132.62,4135.60,4061.91,4069.89,6642540
XAUUSD,20251022,0900,4069.93,4101.28,4061.38,4069.13,5310420
XAUUSD,20251022,1000,4069.01,4090.35,4022.75,4034.71,4085940
XAUUSD,20251022,1100,4034.65,4044.64,4014.76,4027.41,5618100
XAUUSD,20251022,1200,4027.43,4053.26,4022.64,4033.47,5512040
XAUUSD,20251022,1300,4033.49,4084.91,4032.96,4075.72,6259430
XAUUSD,20251022,1400,4075.57,4078.20,4010.80,4014.70,5361630
XAUUSD,20251022,1500,4014.63,4047.03,4014.63,4036.78,4498690
XAUUSD,20251022,1600,4036.89,4063.91,4022.95,4059.01,4149430
XAUUSD,20251022,1700,4058.88,4070.82,4043.84,4069.77,4579660
XAUUSD,20251022,1800,4069.77,4081.39,4066.41,4076.49,2500680
XAUUSD,20251022,1900,4076.72,4113.36,4076.38,4102.15,2858280
XAUUSD,20251022,2000,4101.89,4107.03,4088.30,4098.06,1516430
XAUUSD,20251022,2200,4094.61,4116.06,4091.74,4101.52,1523100
XAUUSD,20251022,2300,4101.58,4104.28,4080.08,4087.30,2108947
XAUUSD,20251023,0000,4087.30,4096.35,4065.41,4081.74,3097990
XAUUSD,20251023,0100,4081.78,4092.47,4071.61,4072.75,3264380
XAUUSD,20251023,0200,4072.80,4085.07,4071.53,4082.08,2637150
XAUUSD,20251023,0300,4082.20,4100.64,4077.64,4090.93,2003950
XAUUSD,20251023,0400,4090.95,4092.84,4079.47,4089.30,1065840
XAUUSD,20251023,0500,4089.32,4110.22,4083.70,4110.11,1608630
XAUUSD,20251023,0600,4110.14,4137.45,4109.99,4113.36,5217400
XAUUSD,20251023,0700,4113.35,4120.85,4091.57,4093.89,4975820
XAUUSD,20251023,0800,4094.01,4118.73,4094.01,4116.09,2413030
XAUUSD,20251023,0900,4116.07,4125.24,4110.86,4124.22,1701040
XAUUSD,20251023,1000,4124.31,4125.05,4101.55,4108.82,1928370
XAUUSD,20251023,1100,4108.93,4120.76,4107.45,4109.38,2035250
XAUUSD,20251023,1200,4109.40,4129.10,4099.97,4127.16,2537090
XAUUSD,20251023,1300,4126.88,4150.72,4125.59,4144.51,4147030
XAUUSD,20251023,1400,4144.51,4154.44,4135.81,4147.94,4016890
XAUUSD,20251023,1500,4148.13,4151.55,4136.85,4141.56,2465910
XAUUSD,20251023,1600,4141.57,4148.34,4126.00,4132.59,2161820
XAUUSD,20251023,1700,4132.55,4139.00,4124.65,4137.36,2213357
XAUUSD,20251023,1800,4137.39,4143.23,4132.81,4135.73,1389960
XAUUSD,20251023,1900,4135.80,4137.97,4116.28,4118.13,2111390
XAUUSD,20251023,2000,4118.19,4126.80,4107.24,4125.19,1269440
XAUUSD,20251023,2200,4127.10,4132.31,4111.09,4115.60,723750
XAUUSD,20251023,2300,4115.70,4122.57,4105.68,4121.38,937740
XAUUSD,20251024,0000,4121.40,4133.43,4117.56,4132.43,1146990
XAUUSD,20251024,0100,4132.49,4144.15,4111.81,4118.47,2027160
XAUUSD,20251024,0200,4118.47,4118.80,4109.15,4109.35,1463340
XAUUSD,20251024,0300,4109.35,4123.27,4107.26,4122.13,1199220
XAUUSD,20251024,0400,4122.09,4123.05,4102.55,4111.31,1250450
XAUUSD,20251024,0500,4111.52,4117.68,4102.31,4104.05,1247800
XAUUSD,20251024,0600,4104.05,4104.50,4081.05,4091.71,2901530
XAUUSD,20251024,0700,4091.71,4095.65,4069.30,4073.95,3566900
XAUUSD,20251024,0800,4073.97,4077.43,4047.32,4065.11,3536700
XAUUSD,20251024,0900,4065.09,4073.39,4054.03,4060.63,1865190
XAUUSD,20251024,1000,4060.66,4070.64,4053.36,4054.59,1443680
XAUUSD,20251024,1100,4054.47,4065.41,4043.62,4061.26,2078800
XAUUSD,20251024,1200,4061.20,4092.70,4059.61,4081.86,3096330
XAUUSD,20251024,1300,4081.91,4121.85,4078.72,4104.73,4887480
XAUUSD,20251024,1400,4105.43,4134.74,4101.73,4117.28,4601970
XAUUSD,20251024,1500,4117.26,4131.64,4113.03,4130.19,2545030
XAUUSD,20251024,1600,4130.23,4138.32,4121.53,4129.14,2470660
XAUUSD,20251024,1700,4129.16,4134.06,4105.55,4107.40,2158850
XAUUSD,20251024,1800,4107.44,4113.40,4101.73,4110.07,1964780
XAUUSD,20251024,1900,4110.13,4117.27,4102.01,4103.86,1761270
XAUUSD,20251024,2000,4103.94,4113.65,4096.52,4111.56,1033750
XAUUSD,20251026,2200,4064.05,4108.60,4063.59,4081.16,2219030
XAUUSD,20251026,2300,4081.19,4087.85,4061.32,4064.16,1582580
XAUUSD,20251027,0000,4064.28,4084.01,4057.84,4080.93,1673390
XAUUSD,20251027,0100,4081.01,4097.55,4074.72,4081.70,2543640
XAUUSD,20251027,0200,4081.63,4081.89,4070.01,4071.32,1731750
XAUUSD,20251027,0300,4071.30,4081.61,4065.07,4069.47,1809630
XAUUSD,20251027,0400,4069.41,4071.35,4053.51,4068.53,1981250
XAUUSD,20251027,0500,4068.57,4084.30,4068.45,4079.45,1549920
XAUUSD,20251027,0600,4079.39,4084.74,4073.61,4077.97,1851640
XAUUSD,20251027,0700,4078.01,4079.53,4063.74,4068.51,1604910
XAUUSD,20251027,0800,4068.36,4070.24,4024.47,4043.05,2571300
XAUUSD,20251027,0900,4043.14,4049.91,4029.53,4039.57,2960160
XAUUSD,20251027,1000,4039.59,4047.57,4028.66,4037.20,1985910
XAUUSD,20251027,1100,4037.22,4041.22,4015.05,4023.82,2601660
XAUUSD,20251027,1200,4023.86,4046.22,4022.18,4045.63,2748680
XAUUSD,20251027,1300,4045.82,4050.09,4013.05,4021.76,5057184
XAUUSD,20251027,1400,4021.91,4023.11,3982.64,3987.70,6872310
XAUUSD,20251027,1500,3987.76,3993.20,3971.07,3989.75,4648940
XAUUSD,20251027,1600,3989.70,4000.16,3983.73,3999.13,4639000
XAUUSD,20251027,1700,3999.09,4008.61,3990.39,4006.26,3730130
XAUUSD,20251027,1800,4006.26,4009.84,3997.68,3999.03,3872300
XAUUSD,20251027,1900,3999.36,4005.30,3985.38,3989.97,5819910
XAUUSD,20251027,2000,3989.97,3999.99,3978.89,3981.09,3086590
XAUUSD,20251027,2200,3983.91,3996.01,3979.11,3989.47,882640
XAUUSD,20251027,2300,3989.57,4004.30,3982.47,3998.20,2526870
XAUUSD,20251028,0000,3998.18,4009.34,3972.45,4006.28,2805970
XAUUSD,20251028,0100,4006.43,4019.41,4003.95,4010.66,2510370
XAUUSD,20251028,0200,4010.64,4013.55,3980.41,3983.66,2162070
XAUUSD,20251028,0300,3983.61,3994.22,3982.99,3992.64,1185860
XAUUSD,20251028,0400,3992.68,3994.01,3963.29,3973.36,1744640
XAUUSD,20251028,0500,3974.09,3979.76,3958.89,3966.14,1944230
XAUUSD,20251028,0600,3966.32,3968.28,3938.01,3942.24,2136090
XAUUSD,20251028,0700,3942.22,3948.39,3921.25,3932.11,2600940
XAUUSD,20251028,0800,3932.14,3935.55,3896.13,3896.95,4538990
XAUUSD,20251028,0900,3896.91,3910.82,3886.20,3904.38,2538480
XAUUSD,20251028,1000,3904.41,3930.74,3899.75,3926.26,2290460
XAUUSD,20251028,1100,3926.30,3929.78,3910.63,3923.05,2388260
XAUUSD,20251028,1200,3923.38,3929.65,3905.34,3912.45,2709510
XAUUSD,20251028,1300,3912.45,3940.11,3911.91,3938.43,3448860
XAUUSD,20251028,1400,3938.36,3953.68,3934.68,3949.57,3144100
XAUUSD,20251028,1500,3949.53,3969.41,3946.86,3964.59,2414130
XAUUSD,20251028,1600,3964.59,3965.32,3950.76,3958.36,2815060
XAUUSD,20251028,1700,3958.34,3970.20,3954.99,3962.18,1900380
XAUUSD,20251028,1800,3962.18,3964.01,3944.93,3956.30,1671510
XAUUSD,20251028,1900,3956.30,3962.55,3950.59,3960.28,1772980
XAUUSD,20251028,2000,3960.13,3960.78,3949.36,3951.95,797890
XAUUSD,20251028,2200,3952.60,3960.47,3914.55,3933.35,1218600
XAUUSD,20251028,2300,3933.14,3967.51,3933.14,3964.53,1142080
XAUUSD,20251029,0000,3964.53,3982.07,3958.84,3975.01,1951840
XAUUSD,20251029,0100,3975.05,3979.55,3965.82,3973.36,2107650
XAUUSD,20251029,0200,3973.32,3974.01,3943.61,3960.82,1990110
XAUUSD,20251029,0300,3960.84,3971.74,3958.26,3962.96,1556300
XAUUSD,20251029,0400,3963.01,3964.68,3950.67,3951.76,1410050
XAUUSD,20251029,0500,3951.78,3966.07,3950.82,3962.30,1485310
XAUUSD,20251029,0600,3962.28,3984.59,3959.64,3978.05,1600920
XAUUSD,20251029,0700,3978.03,4001.39,3974.57,4001.39,2118110
XAUUSD,20251029,0800,4001.39,4018.34,4000.28,4016.70,1752120
XAUUSD,20251029,0900,4016.70,4029.36,4013.16,4023.65,1840930
XAUUSD,20251029,1000,4023.68,4029.53,4016.88,4023.20,1668380
XAUUSD,20251029,1100,4023.22,4028.14,4013.14,4016.39,1699080
XAUUSD,20251029,1200,4016.36,4029.95,4013.32,4025.20,2143900
XAUUSD,20251029,1300,4025.24,4025.38,4002.09,4011.99,3252090
XAUUSD,20251029,1400,4011.99,4022.09,4007.14,4008.01,4237780
XAUUSD,20251029,1500,4008.01,4011.65,3989.16,3992.70,3370730
XAUUSD,20251029,1600,3992.72,4000.98,3991.11,3992.55,2956460
XAUUSD,20251029,1700,3992.40,3997.55,3985.49,3993.96,1979090
XAUUSD,20251029,1800,3993.97,4007.03,3941.99,3969.03,6653792
XAUUSD,20251029,1900,3968.80,3979.68,3927.59,3945.47,6124900
XAUUSD,20251029,2000,3945.43,3953.74,3927.61,3928.43,1679310
XAUUSD,20251029,2200,3921.72,3948.13,3916.35,3940.69,1411180
XAUUSD,20251029,2300,3940.70,3953.68,3938.95,3952.47,1068150
XAUUSD,20251030,0000,3952.49,3964.14,3937.30,3949.91,1695640
XAUUSD,20251030,0100,3949.84,3966.22,3944.84,3947.57,2328630
XAUUSD,20251030,0200,3947.61,3947.93,3921.57,3921.70,2269190
XAUUSD,20251030,0300,3921.78,3937.93,3915.07,3937.80,1705650
XAUUSD,20251030,0400,3937.84,3982.30,3934.51,3972.11,2357480
XAUUSD,20251030,0500,3972.14,3977.89,3946.96,3963.51,2631700
XAUUSD,20251030,0600,3963.43,3976.93,3956.07,3976.59,2083790
XAUUSD,20251030,0700,3976.61,3977.03,3955.64,3961.01,2011020
XAUUSD,20251030,0800,3960.99,3976.55,3959.89,3976.24,1795900
XAUUSD,20251030,0900,3976.22,4011.50,3975.80,3998.34,2327240
XAUUSD,20251030,1000,3998.28,4000.60,3973.34,3983.91,2060550
XAUUSD,20251030,1100,3983.91,3984.80,3963.63,3974.22,2103010
XAUUSD,20251030,1200,3974.24,3985.32,3960.74,3960.97,3348940
XAUUSD,20251030,1300,3960.86,3995.05,3959.95,3995.05,8188220
XAUUSD,20251030,1400,3995.05,4014.64,3986.51,3996.24,7726380
XAUUSD,20251030,1500,3996.22,4008.51,3987.85,4001.59,3566150
XAUUSD,20251030,1600,4001.57,4003.86,3990.91,4001.28,2246540
XAUUSD,20251030,1700,4001.28,4017.78,3994.26,4004.32,1747910
XAUUSD,20251030,1800,4004.34,4017.50,3999.89,4015.90,3130790
XAUUSD,20251030,1900,4015.90,4025.70,4015.10,4023.20,4734130
XAUUSD,20251030,2000,4023.16,4026.95,4016.10,4024.30,973410
XAUUSD,20251030,2200,4023.07,4045.93,4015.95,4037.35,1007260
XAUUSD,20251030,2300,4037.45,4042.84,4018.41,4036.34,1410440
XAUUSD,20251031,0000,4036.22,4036.63,4023.61,4024.84,1441970
XAUUSD,20251031,0100,4024.68,4039.14,4012.46,4018.59,2264950
XAUUSD,20251031,0200,4018.36,4018.99,4001.24,4010.80,2289320
XAUUSD,20251031,0300,4010.76,4013.64,3990.94,3995.95,2008960
XAUUSD,20251031,0400,3995.99,4010.30,3988.76,4005.51,1381140
XAUUSD,20251031,0500,4005.28,4010.97,3993.78,4004.78,2015700
XAUUSD,20251031,0600,4004.82,4014.53,4001.78,4012.84,1827300
